Department,Course Code,Human Health,Data and Computation,AI,Clean Energy and Materials,Climate,Science and Society,Faculty of Arts: Ways of Knowing,Notes
EOAS,EOSC_V 320,,,,,,,,
EOAS,EOSC_V 322,,,,,,,,
EOAS,EOSC_V 328,,,,,,,,
EOAS,EOSC_V 332,,,,,,,,
EOAS,EOSC_V 333,,,,,,,,
EOAS,EOSC_V 373,,,,,,,,
EOAS,EOSC_V 422,,,,,,,,
EOAS,EOSC_V 424,,,,,,,,
EOAS,EOSC_V 428,,,,,,,,
EOAS,EOSC_V 429,,,,,,,,
EOAS,EOSC_V 432,,,,,,,,
EOAS,EOSC_V 434,,,,,,,,
EOAS,EOSC_V 454,,,,,,,,
EOAS,EOSC_V 472,,,,,,,,
EOAS,EOSC_V 473,,,,,,,,
BIOC,FSCT_V 290,,,,,,,,
BIOC,FSCT_V 390,,,,,,,,
BIOC,FSCT_V 490,,,,,,,,
ISCI,ISCI_V 311,,,,,,,,
ISCI,ISCI_V 320,,,,,,,,
ISCI,ISCI_V 350,,,,,,,,
ISCI,ISCI_V 351,,,,,,,,
ISCI,ISCI_V 361,,,,,,,,
ISCI,ISCI_V 400,,,,,,,,
ISCI,ISCI_V 434,,,,,,,,
ISCI,ISCI_V 461,,,,,,,,
ISCI,ISCI_V 490,,,,,,,,
MATH,MATH_V 101,,,,,,,,
MATH,MATH_V 121,,,,,,,,
MATH,MATH_V 152,,,,,,,,
MATH,MATH_V 210,,,,,,,,
MATH,MATH_V 227,,,,,,,,
MATH,MATH_V 230,,,,,,,,
MATH,MATH_V 254,,,,,,,,
MATH,MATH_V 264,,,,,,,,
MATH,MATH_V 301,,,,,,,,
MATH,MATH_V 303,,,,,,,,
MATH,MATH_V 305,,,,,,,,
MATH,MATH_V 318,,,,,,,,
MATH,MATH_V 321,,,,,,,,
MATH,MATH_V 323,,,,,,,,
MATH,MATH_V 335,,,,,,,,
MATH,MATH_V 341,,,,,,,,
MATH,MATH_V 401,,,,,,,,
MATH,MATH_V 406,,,,,,,,
MATH,MATH_V 412,,,,,,,,
MATH,MATH_V 419,,,,,,,,
MATH,MATH_V 421,,,,,,,,
MATH,MATH_V 423,,,,,,,,
MATH,MATH_V 424,,,,,,,,
MATH,MATH_V 427,,,,,,,,
MATH,MATH_V 428,,,,,,,,
MATH,MATH_V 441,,,,,,,,
MATH,MATH_V 442,,,,,,,,
MATH,MATH_V 443,,,,,,,,
MATH,MATH_V 444,,,,,,,,
MATH,MATH_V 461,,,,,,,,
MATH,MATH_V 462,,,,,,,,
MICB,MICB_V 205,,,,,,,,
MICB,MICB_V 308,,,,,,,,
MICB,MICB_V 323,,,,,,,,
MICB,MICB_V 325,,,,,,,,
MICB,MICB_V 353,,,,,,,,
MICB,MICB_V 404,,,,,,,,
MICB,MICB_V 406,,,,,,,,
MICB,MICB_V 408,,,,,,,,
MICB,MICB_V 412,,,,,,,,
MICB,MICB_V 413,,,,,,,,
MICB,MICB_V 418,,,,,,,,
MICB,MICB_V 425,,,,,,,,
NSCI,NSCI_V 201,,,,,,,,
NSCI,NSCI_V 301,,,,,,,,
NSCI,NSCI_V 303,,,,,,,,
NSCI,NSCI_V 487,,,,,,,,
PCTH,PCTH_V 303,,,,,,,,
PHAS,PHYS_V 108,,,,,,,,
PHAS,PHYS_V 118,,,,,,,,
PHAS,PHYS_V 129,,,,,,,,
PHAS,PHYS_V 158,,,,,,,,
PHAS,PHYS_V 159,,,,,,,,
PHAS,PHYS_V 203,,,,,,,,
PHAS,PHYS_V 216,,,,,,,,
PHAS,PHYS_V 229,,,,,,,,
PHAS,PHYS_V 305,,,,,,,,
PHAS,PHYS_V 306,,,,,,,,
PHAS,PHYS_V 310,,,,,,,,
PHAS,PHYS_V 319,,,,,,,,
PHAS,PHYS_V 341,,,,,,,,
PHAS,PHYS_V 350,,,,,,,,
PHAS,PHYS_V 401,,,,,,,,
PHAS,PHYS_V 402,,,,,,,,
PHAS,PHYS_V 403,,,,,,,,
PHAS,PHYS_V 408,,,,,,,,
PHAS,PHYS_V 438,,,,,,,,
PHAS,PHYS_V 473,,,,,,,,
PHAS,PHYS_V 474,,,,,,,,
PHAS,PHYS_V 490,,,,,,,,
STAT,STAT_V 200,,,,,,,,
STAT,STAT_V 203,,,,,,,,
STAT,STAT_V 251,,,,,,,,
STAT,STAT_V 300,,,,,,,,
STAT,STAT_V 301,,,,,,,,
STAT,STAT_V 302,,,,,,,,
STAT,STAT_V 305,,,,,,,,
STAT,STAT_V 306,,,,,,,,
STAT,STAT_V 344,,,,,,,,
STAT,STAT_V 404,,,,,,,,
STAT,STAT_V 406,,,,,,,,
STAT,STAT_V 443,,,,,,,,
STAT,STAT_V 447,,,,,,,,
STAT,STAT_V 450,,,,,,,,
STAT,STAT_V 460,,,,,,,,
STAT,STAT_V 461,,,,,,,,
